1603412;5699
1603420;5999
1031715;5999
7919670;7299
1671556;6999
1671556;6999
1671556;6999
1671556;6999
1671556;6999
1671556;6999
1671556;6999
1671556;6999
1671556;6999
1671556;6999
8155454;34999
8155453;40999
141968;10499
141968;10499
141976;7699
141976;7699
141976;7699
141976;7699
141976;7699
1371911;5199
1371911;5199
1371911;5199
1371911;5199
1371911;5199
1371911;5199
1371911;5199
8142907;5499
8142907;5499
8163534;7199
1625546;5999
1625546;5999
1007099;5999
1007099;5999
1105074;5499
1105074;5499
1123237;6099
1228020;6499
1228020;6499
1029391;6999
1029391;6999
1029391;6999
1029391;6999
1029391;6999
1029391;6999
1029391;6999
1029391;6999
1623624;5499
8140903;7499
8140903;7499
8140903;7499
8160340;5999
8125791;5199
8125791;5199
8125791;5199
1141638;5399
1141638;5399
1141638;5399
6721701;6199
1148412;7999
1148412;7999
8119179;15999
8119179;15999
1095959;7499
1327431;5199
1327431;5199
1030071;12999
1030071;12999
8171836;6850
8113729;5999
8113729;5999
8171904;5950
1149912;5450
1201965;11999
8117596;6299
1201996;10199
6718500;6499
8125794;6299
8125794;6299
8125794;6299
8125794;6299
8145612;13999
8145612;13999
8145612;13999
8131134;6899
8131134;6899
8131134;6899
8131134;6899
8131134;6899
7998239;10899
7998239;10899
7998239;10899
7998239;10899
7998239;10899
7998239;10899
7998239;10899
8147779;8999
8147779;8999
1107578;7099
1222164;6999
1222164;6999
1247242;5799
1247242;5799
1247242;5799
1247242;5799
1247242;5799
1247247;5599
8128679;6399
1101384;9199
1101384;9199
1101384;9199
1101384;9199
1101384;9199
1101384;9199
1131869;7499
1141733;5999
1141733;5999
1141733;5999
1123215;8299
1123215;8299
1123215;8299
1123215;8299
1247270;5399
1247270;5399
8128714;5899
8128714;5899
8128714;5899
8128714;5899
1247318;5199
1247318;5199
1247303;5799
8142767;15799
1072072;5699
8119888;6199
8151337;10299
8151336;9899
8151336;9899
8151336;9899
8151336;9899
8123729;11299
1386450;10299
1358161;7399
1386495;5999
1019705;6099
1386476;5299
1386476;5299
1386476;5299
8123721;5699
6634022;8999
1358159;6599
1386483;8199
8115806;5999
1171414;5599
1171414;5599
1171414;5599
8119426;5150
1037428;5999
1037428;5999
1037428;5999
1223538;6999
1223540;6899
8156080;5499
1104614;6999
1104614;6999
1104614;6999
1104614;6999
8110434;5199
1219877;11499
1022674;16199
1022674;16199
1022674;16199
1022674;16199
1022674;16199
1136179;6850
1256970;10199
8127377;5299
8127377;5299
8127377;5299
8127377;5299
8127377;5299
1051035;18899
1051035;18899
1051030;21699
1051030;21699
1051030;21699
1051030;21699
1051030;21699
8123533;11599
8123533;11599
8163486;6599
8163486;6599
8163486;6599
8163486;6599
8163486;6599
8163486;6599
8163486;6599
8163486;6599
8116847;7699
8116847;7699
8154094;6050
8154094;6050
8154094;6050
8154094;6050
1230671;8299
1230671;8299
8169972;6599
8169972;6599
8169972;6599
8169972;6599
8169972;6599
8169972;6599
8169972;6599
8169972;6599
1616086;5999
1616086;5999
1616086;5999
1616086;5999
1616086;5999
1616086;5999
1616086;5999
1616086;5999
8132019;8499
